student_input,session_context,label,intent_name
can u repeat,"topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:75%,Lambda Functions:75%,Error Handling:49% | emotion:confused | pace:steady | slides:31,32,33",4,Repeat/clarification
I FEEL ANXIOUS ABOUT FALLING BEHIND.,"topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:48%,Strings&Formatting:30%,Arithmetic Operators:55% | emotion:confused | pace:fast | slides:51,52,53",2,Emotional-State
do u play games,"topic:Variables and Data Types | prev:None | ability:N/A | emotion:bored | pace:normal | slides:9,10,11",1,Off-Topic Question
speed it up,"topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:72%,Lists&Tuples:75%,Dictionaries:98% | emotion:focused | pace:fast | slides:46,47,48",3,Pace-Related
"I saw someone using Lambda Functions, what does it do?","topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:37%,Boolean Logic:51%,If/Else Conditionals:52% | emotion:tired | pace:rushed | slides:52,53,54",1,Off-Topic Question
can u redo,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:35%,Error Handling:53%,Classes&OOP:58% | emotion:focused | pace:fast | slides:37,38,39",4,Repeat/clarification
"Give me a sec, I'm still processing.","topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:71%,Strings&Formatting:77%,Arithmetic Operators:57% | emotion:anxious | pace:dragging | slides:18,19,20",3,Pace-Related
how do i write this,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:91%,Error Handling:77%,Classes&OOP:40% | emotion:engaged | pace:steady | slides:42,43,44",0,On-Topic Question
i already know go this faster,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:62%,Error Handling:55%,Classes&OOP:92% | emotion:engaged | pace:moderate | slides:14,15,16",3,Pace-Related
Where does Variables and Data Types fit in a larger program?,"topic:Variables and Data Types | prev:None | ability:N/A | emotion:anxious | pace:rushed | slides:51,52,53",0,On-Topic Question
I'm lost.,"topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:51%,Arithmetic Operators:86%,Boolean Logic:38% | emotion:frustrated | pace:rushed | slides:5,6,7",2,Emotional-State
can you show me code with,"topic:Strings and Formatting | prev:Variables and Data Types | ability:Variables&Data Types:65% | emotion:focused | pace:normal | slides:33,34,35",0,On-Topic Question
i'm confused repeat please,"topic:Strings and Formatting | prev:Variables and Data Types | ability:Variables&Data Types:61% | emotion:overwhelmed | pace:moderate | slides:15,16,17",4,Repeat/clarification
chill for a sec,"topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:85%,Lists&Tuples:48%,Dictionaries:51% | emotion:anxious | pace:normal | slides:45,46,47",3,Pace-Related
When will we cover Arithmetic Operators?,"topic:Variables and Data Types | prev:None | ability:N/A | emotion:focused | pace:rushed | slides:19,20,21",1,Off-Topic Question
how does that work,"topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:99%,Lambda Functions:58%,Error Handling:81% | emotion:focused | pace:normal | slides:12,13,14",0,On-Topic Question
are you chatgpt,"topic:Error Handling (Try/Except) | prev:Sets,Functions and Scope,Lambda Functions | ability:Sets:72%,Functions&Scope:80%,Lambda Functions:63% | emotion:engaged | pace:steady | slides:5,6,7",1,Off-Topic Question
"I saw someone using Dictionaries, what does it do?","topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:85%,Arithmetic Operators:39%,Boolean Logic:57% | emotion:excited | pace:slow | slides:37,38,39",1,Off-Topic Question
"I understood Variables and Data Types but Arithmetic Operators feels completely different, why?","topic:Arithmetic Operators | prev:Variables and Data Types,Strings and Formatting | ability:Variables&Data Types:91%,Strings&Formatting:75% | emotion:focused | pace:fast | slides:11,12,13",0,On-Topic Question
redo,"topic:Arithmetic Operators | prev:Variables and Data Types,Strings and Formatting | ability:Variables&Data Types:62%,Strings&Formatting:58% | emotion:tired | pace:fast | slides:12,13,14",4,Repeat/clarification
"I saw someone using Dictionaries, what does it do?","topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:80%,Boolean Logic:87%,If/Else Conditionals:88% | emotion:excited | pace:steady | slides:10,11,12",1,Off-Topic Question
why am i getting an error,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:83%,Dictionaries:72%,Sets:90% | emotion:neutral | pace:slow | slides:38,39,40",0,On-Topic Question
can u repeat,"topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:45%,While Loops:47%,Lists&Tuples:63% | emotion:neutral | pace:slow | slides:35,36,37",4,Repeat/clarification
help me with my homework,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:43%,Error Handling:83%,Classes&OOP:61% | emotion:engaged | pace:steady | slides:24,25,26",1,Off-Topic Question
this is fun,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:68%,If/Else Conditionals:50%,For Loops:37% | emotion:focused | pace:dragging | slides:58,59,60",2,Emotional-State
whats your favorite color,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:69%,Boolean Logic:83%,If/Else Conditionals:97% | emotion:focused | pace:slow | slides:6,7,8",1,Off-Topic Question
whats the syntax,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:51%,If/Else Conditionals:93%,For Loops:54% | emotion:confused | pace:fast | slides:19,20,21",0,On-Topic Question
i feel so dumb,"topic:Strings and Formatting | prev:Variables and Data Types | ability:Variables&Data Types:43% | emotion:bored | pace:slow | slides:9,10,11",2,Emotional-State
i quit,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:74%,Error Handling:38%,Classes&OOP:37% | emotion:excited | pace:moderate | slides:17,18,19",2,Emotional-State
When will we cover Lambad Fnctions?,"topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:40%,Arithmetic Operators:58%,Boolean Logic:81% | emotion:anxious | pace:slow | slides:32,33,34",1,Off-Topic Question
I'm so sleepy right now.,"topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:72%,Strings&Formatting:55%,Arithmetic Operators:74% | emotion:focused | pace:slow | slides:29,30,31",2,Emotional-State
im stuck on Handling,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:43%,Error Handling:53%,Classes&OOP:40% | emotion:frustrated | pace:moderate | slides:17,18,19",0,On-Topic Question
"Hold on, I'm still writing notes.","topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:72%,Lists&Tuples:51%,Dictionaries:78% | emotion:tired | pace:dragging | slides:20,21,22",3,Pace-Related
I feel like I'm not making any progress.,"topic:Arithmetic Operators | prev:Variables and Data Types,Strings and Formatting | ability:Variables&Data Types:59%,Strings&Formatting:82% | emotion:neutral | pace:slow | slides:38,39,40",2,Emotional-State
Skip ahead please.,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:68%,If/Else Conditionals:79%,For Loops:33% | emotion:overwhelmed | pace:fast | slides:35,36,37",3,Pace-Related
whats ur name,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:53%,Boolean Logic:68%,If/Else Conditionals:34% | emotion:tired | pace:fast | slides:23,24,25",1,Off-Topic Question
what does Error Handling (Try/Except) even mean,"topic:Error Handling (Try/Except) | prev:Sets,Functions and Scope,Lambda Functions | ability:Sets:35%,Functions&Scope:62%,Lambda Functions:34% | emotion:anxious | pace:moderate | slides:6,7,8",0,On-Topic Question
say what,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:95%,Error Handling:54%,Classes&OOP:91% | emotion:engaged | pace:rushed | slides:35,36,37",4,Repeat/clarification
speed it up,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:32%,If/Else Conditionals:50%,For Loops:44% | emotion:frustrated | pace:fast | slides:34,35,36",3,Pace-Related
What's Strings and Formatting again?,"topic:Strings and Formatting | prev:Variables and Data Types | ability:Variables&Data Types:71% | emotion:tired | pace:normal | slides:6,7,8",0,On-Topic Question
wait wait wait,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:52%,Error Handling:88%,Classes&OOP:95% | emotion:overwhelmed | pace:normal | slides:4,5,6",3,Pace-Related
one more time,"topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:39%,While Loops:82%,Lists&Tuples:49% | emotion:overwhelmed | pace:steady | slides:48,49,50",4,Repeat/clarification
go over that again,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:84%,Boolean Logic:78%,If/Else Conditionals:44% | emotion:bored | pace:dragging | slides:44,45,46",4,Repeat/clarification
again?,"topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:38%,Arithmetic Operators:97%,Boolean Logic:63% | emotion:focused | pace:moderate | slides:7,8,9",4,Repeat/clarification
"i lost you there, can you start over on that point?","topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:46%,While Loops:30%,Lists&Tuples:36% | emotion:overwhelmed | pace:fast | slides:44,45,46",4,Repeat/clarification
This is so it confusing hurts.,"topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:35%,Lists&Tuples:56%,Dictionaries:98% | emotion:tired | pace:moderate | slides:55,56,57",2,Emotional-State
skip this,"topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:54%,Arithmetic Operators:69%,Boolean Logic:46% | emotion:tired | pace:steady | slides:20,21,22",3,Pace-Related
I don't understand anything.,"topic:Arithmetic Operators | prev:Variables and Data Types,Strings and Formatting | ability:Variables&Data Types:72%,Strings&Formatting:92% | emotion:anxious | pace:dragging | slides:42,43,44",2,Emotional-State
one more time,"topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:64%,For Loops:98%,While Loops:71% | emotion:bored | pace:fast | slides:16,17,18",4,Repeat/clarification
What's the best phone to buy right now?,"topic:Variables and Data Types | prev:None | ability:N/A | emotion:bored | pace:slow | slides:21,22,23",1,Off-Topic Question
say it again,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:38%,If/Else Conditionals:55%,For Loops:48% | emotion:excited | pace:rushed | slides:59,60,61",4,Repeat/clarification
one sec,"topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:65%,For Loops:88%,While Loops:93% | emotion:frustrated | pace:slow | slides:8,9,10",3,Pace-Related
I'm lost.,"topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:88%,Arithmetic Operators:37%,Boolean Logic:95% | emotion:tired | pace:rushed | slides:40,41,42",2,Emotional-State
I feel like I'm not making any progress.,"topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:39%,Arithmetic Operators:56%,Boolean Logic:39% | emotion:frustrated | pace:dragging | slides:55,56,57",2,Emotional-State
what u mean,"topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:93%,Lists&Tuples:43%,Dictionaries:55% | emotion:anxious | pace:rushed | slides:45,46,47",4,Repeat/clarification
"since did well on strings and formatting, is arithmetic operators going to be similar!!","topic:Arithmetic Operators | prev:Variables and Data Types,Strings and Formatting | ability:Variables&Data Types:100%,Strings&Formatting:78% | emotion:bored | pace:moderate | slides:27,28,29",0,On-Topic Question
can you slow down,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:97%,Boolean Logic:87%,If/Else Conditionals:31% | emotion:engaged | pace:fast | slides:48,49,50",3,Pace-Related
"I love coding, this is fun!","topic:Lambda Functions | prev:Dictionaries,Sets,Functions and Scope | ability:Dictionaries:46%,Sets:100%,Functions&Scope:75% | emotion:tired | pace:slow | slides:40,41,42",2,Emotional-State
Can you re-run that example?,"topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:59%,Strings&Formatting:41%,Arithmetic Operators:87% | emotion:anxious | pace:steady | slides:6,7,8",4,Repeat/clarification
I feel anxious about falling behind?,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:99%,Boolean Logic:85%,If/Else Conditionals:49% | emotion:excited | pace:steady | slides:21,22,23",2,Emotional-State
yo what,"topic:Error Handling (Try/Except) | prev:Sets,Functions and Scope,Lambda Functions | ability:Sets:39%,Functions&Scope:44%,Lambda Functions:83% | emotion:neutral | pace:moderate | slides:53,54,55",2,Emotional-State
make it stop,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:32%,Error Handling:78%,Classes&OOP:97% | emotion:confused | pace:rushed | slides:15,16,17",2,Emotional-State
I feel completely stuck and confutilized.,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:35%,If/Else Conditionals:84%,For Loops:69% | emotion:engaged | pace:rushed | slides:28,29,30",2,Emotional-State
How long until we get to Lambda Functions?,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:60%,Dictionaries:63%,Sets:42% | emotion:bored | pace:normal | slides:58,59,60",1,Off-Topic Question
slow,"topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:97%,For Loops:90%,While Loops:99% | emotion:bored | pace:steady | slides:19,20,21",3,Pace-Related
"I saw someone using File Handling, what does it do?","topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:59%,If/Else Conditionals:67%,For Loops:39% | emotion:tired | pace:slow | slides:21,22,23",1,Off-Topic Question
what am i doing wrong,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:54%,Error Handling:66%,Classes&OOP:97% | emotion:engaged | pace:steady | slides:15,16,17",0,On-Topic Question
i dont get it!!,"topic:Strings and Formatting | prev:Variables and Data Types | ability:Variables&Data Types:56% | emotion:overwhelmed | pace:steady | slides:18,19,20",0,On-Topic Question
