student_input,session_context,label,intent_name
can you go back to the previous slide for a second?,,4,Repeat/clarification
do we need to know this!!,"topic:Lambda Functions | prev:Dictionaries,Sets,Functions and Scope | ability:Dictionaries:57%,Sets:47%,Functions&Scope:95% | emotion:bored | pace:dragging | slides:51,52,53",0,On-Topic Question
how do i write this!!,,0,On-Topic Question
i dont get it!!,,0,On-Topic Question
stop going so fast,"topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:99%,Arithmetic Operators:65%,Boolean Logic:46% | emotion:engaged | pace:rushed | slides:25,26,27",3,Pace-Related
"Give me a I'm sec, still processing.","topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:69%,Boolean Logic:79%,If/Else Conditionals:67% | emotion:anxious | pace:fast | slides:5,6,7",3,Pace-Related
i quit,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:35%,Dictionaries:82%,Sets:100% | emotion:overwhelmed | pace:slow | slides:54,55,56",2,Emotional-State
i feel so dumb,,2,Emotional-State
ease up im typing,"topic:Arithmetic Operators | prev:Variables and Data Types,Strings and Formatting | ability:Variables&Data Types:35%,Strings&Formatting:69% | emotion:overwhelmed | pace:rushed | slides:21,22,23",3,Pace-Related
one more time,"topic:Arithmetic Operators | prev:Variables and Data Types,Strings and Formatting | ability:Variables&Data Types:65%,Strings&Formatting:38% | emotion:neutral | pace:fast | slides:11,12,13",4,Repeat/clarification
wait go back?,,3,Pace-Related
this is so confusing it hurts.,"topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:60%,Strings&Formatting:56%,Arithmetic Operators:35% | emotion:bored | pace:fast | slides:30,31,32",2,Emotional-State
how are you,"topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:96%,Lambda Functions:70%,Error Handling:65% | emotion:focused | pace:slow | slides:34,35,36",1,Off-Topic Question
I feel naaxoius about faling behind.,,2,Emotional-State
When will we cover Classes and OOOP?,"topic:Error Handling (Try/Except) | prev:Sets,Functions and Scope,Lambda Functions | ability:Sets:58%,Functions&Scope:75%,Lambda Functions:43% | emotion:confused | pace:fast | slides:56,57,58",1,Off-Topic Question
I feel anxious about falling behind.,"topic:Lambda Functions | prev:Dictionaries,Sets,Functions and Scope | ability:Dictionaries:90%,Sets:54%,Functions&Scope:73% | emotion:focused | pace:rushed | slides:45,46,47",2,Emotional-State
hey slow tf down,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:86%,Boolean Logic:46%,If/Else Conditionals:73% | emotion:frustrated | pace:rushed | slides:39,40,41",3,Pace-Related
How long until we get to Error Handling (Try/Except)?,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:87%,Dictionaries:73%,Sets:34% | emotion:anxious | pace:dragging | slides:18,19,20",1,Off-Topic Question
Can we this?,,3,Pace-Related
can you say that again,,4,Repeat/clarification
pardon?,,4,Repeat/clarification
bruh?,,2,Emotional-State
whats the syntax,,0,On-Topic Question
I feel anxious about falling behind.,,2,Emotional-State
Can we pick up the pace?,,3,Pace-Related
I don't get the about part If/Else Conditionals.,,0,On-Topic Question
smh,,2,Emotional-State
"Slow down, I'm still on the last example.",,3,Pace-Related
"I saw someone using Lists and Tuples, what does it do?",,1,Off-Topic Question
what does this line do,,0,On-Topic Question
"I think I got this, let's speed up",,3,Pace-Related
Can you go back to the previous slide for a second?,,4,Repeat/clarification
too fast bro,,3,Pace-Related
I feel completely stuck and confused.,,2,Emotional-State
hol up?,,3,Pace-Related
"I understood ets but Error Handling (Try/Except) feels completly different, why?",,0,On-Topic Question
"I I got this, let's speed up.","topic:Strings and Formatting | prev:Variables and Data Types | ability:Variables&Data Types:75% | emotion:engaged | pace:steady | slides:4,5,6",3,Pace-Related
im so tired,,2,Emotional-State
how do i write this,,0,On-Topic Question
ok so slow tf down,"topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:33%,While Loops:35%,Lists&Tuples:37% | emotion:overwhelmed | pace:rushed | slides:37,38,39",3,Pace-Related
skip haeadd please.,,3,Pace-Related
whats the capital of france,,1,Off-Topic Question
wait a minute,"topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:74%,Arithmetic Operators:83%,Boolean Logic:33% | emotion:confused | pace:steady | slides:43,44,45",3,Pace-Related
huh,,4,Repeat/clarification
CAN WE PAUSE,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:56%,Error Handling:83%,Classes&OOP:67% | emotion:engaged | pace:slow | slides:36,37,38",3,Pace-Related
give me an example of Boolean Logic,"topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:89%,Strings&Formatting:78%,Arithmetic Operators:84% | emotion:excited | pace:slow | slides:52,53,54",0,On-Topic Question
hey is file handling related to what we are doing now,,1,Off-Topic Question
hold on,,3,Pace-Related
HOW LONG UNTIL WE GET TO FUNCTIONS AND SCOPE?,,1,Off-Topic Question
When will we cover Dictionaries?,,1,Off-Topic Question
can u do my math,,1,Off-Topic Question
so what happened?,"topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:49%,Strings&Formatting:85%,Arithmetic Operators:100% | emotion:anxious | pace:rushed | slides:33,34,35",4,Repeat/clarification
pause pls,"topic:Variables and Data Types | prev:None | ability:N/A | emotion:anxious | pace:moderate | slides:54,55,56",3,Pace-Related
Can you adjust the a speed bit?,,3,Pace-Related
next slide,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:98%,Boolean Logic:43%,If/Else Conditionals:51% | emotion:neutral | pace:fast | slides:41,42,43",3,Pace-Related
Caan you go back to the preious slde for a second?,,4,Repeat/clarification
"Hold on, I'm still writing notes.",,3,Pace-Related
can we pautilize,,3,Pace-Related
are you a robot,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:35%,Boolean Logic:31%,If/Else Conditionals:63% | emotion:overwhelmed | pace:steady | slides:18,19,20",1,Off-Topic Question
whats the syntax,,0,On-Topic Question
wait what?,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:46%,Error Handling:68%,Classes&OOP:35% | emotion:engaged | pace:moderate | slides:36,37,38",4,Repeat/clarification
ease up im typing,,3,Pace-Related
hol up,,3,Pace-Related
what is For Loops,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:90%,Boolean Logic:63%,If/Else Conditionals:63% | emotion:excited | pace:moderate | slides:19,20,21",0,On-Topic Question
why use While Loops,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:42%,If/Else Conditionals:79%,For Loops:76% | emotion:neutral | pace:dragging | slides:59,60,61",0,On-Topic Question
i dont get it,,0,On-Topic Question
give me an example of Variables and Data Types,,0,On-Topic Question
why use Lists and Tuples,,0,On-Topic Question
already i know this go faster,,3,Pace-Related
example pls,"topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:37%,While Loops:79%,Lists&Tuples:75% | emotion:anxious | pace:steady | slides:25,26,27",0,On-Topic Question
Is Sets something I'll use every day?,"topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:97%,Lists&Tuples:95%,Dictionaries:60% | emotion:focused | pace:rushed | slides:10,11,12",0,On-Topic Question
what's 2+2,,1,Off-Topic Question
pause,,3,Pace-Related
WHEN WILL WE COVER DICTIONARIES?,"topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:49%,For Loops:88%,While Loops:87% | emotion:neutral | pace:dragging | slides:32,33,34",1,Off-Topic Question
i didnt catch that,"topic:Arithmetic Operators | prev:Variables and Data Types,Strings and Formatting | ability:Variables&Data Types:84%,Strings&Formatting:53% | emotion:bored | pace:steady | slides:25,26,27",4,Repeat/clarification
are how you,"topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:41%,Lambda Functions:45%,Error Handling:40% | emotion:anxious | pace:dragging | slides:50,51,52",1,Off-Topic Question
what's your iq,,1,Off-Topic Question
Can you go back to the previous slide for a second?,"topic:Arithmetic Operators | prev:Variables and Data Types,Strings and Formatting | ability:Variables&Data Types:51%,Strings&Formatting:100% | emotion:anxious | pace:normal | slides:36,37,38",4,Repeat/clarification
I feel like I'm not making any progress,,2,Emotional-State
This is so confusing it hurts.,,2,Emotional-State
ddo we n ot know thsi!!,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:32%,Boolean Logic:82%,If/Else Conditionals:79% | emotion:confused | pace:steady | slides:50,51,52",0,On-Topic Question
pause,"topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:61%,While Loops:94%,Lists&Tuples:68% | emotion:frustrated | pace:slow | slides:14,15,16",3,Pace-Related
Do we need to know aout Lambda Functions?,"topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:36%,While Loops:88%,Lists&Tuples:66% | emotion:bored | pace:rushed | slides:54,55,56",1,Off-Topic Question
what's the weather,,1,Off-Topic Question
"I didn't understand, please say it again.",,4,Repeat/clarification
This i so cconfuing it hurts.,"topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:85%,While Loops:84%,Lists&Tuples:34% | emotion:neutral | pace:normal | slides:50,51,52",2,Emotional-State
Can you adjust the speed a bit?,"topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:31%,Lists&Tuples:71%,Dictionaries:61% | emotion:confused | pace:rushed | slides:23,24,25",3,Pace-Related
run that back,,4,Repeat/clarification
Do we need to know about Functions and Scope?,,1,Off-Topic Question
"I lost you there, can you start over on that point?",,4,Repeat/clarification
i quit,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:83%,If/Else Conditionals:74%,For Loops:46% | emotion:anxious | pace:steady | slides:13,14,15",2,Emotional-State
why use For Loops,,0,On-Topic Question
chill for a sec,"topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:78%,Lists&Tuples:95%,Dictionaries:34% | emotion:engaged | pace:slow | slides:35,36,37",3,Pace-Related
What's the point of For Loops?,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:37%,Boolean Logic:54%,If/Else Conditionals:79% | emotion:overwhelmed | pace:moderate | slides:37,38,39",0,On-Topic Question
Is Classes and OOP related to what we are doing now?,,1,Off-Topic Question
Is Lambda Functions related to what we are doing now?,,1,Off-Topic Question
"I'm confused, I feel so dumb right now.",,2,Emotional-State
what was that,"topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:79%,Lambda Functions:42%,Error Handling:80% | emotion:excited | pace:moderate | slides:29,30,31",4,Repeat/clarification
Can you re-run that example?,"topic:Lambda Functions | prev:Dictionaries,Sets,Functions and Scope | ability:Dictionaries:53%,Sets:80%,Functions&Scope:49% | emotion:frustrated | pace:dragging | slides:47,48,49",4,Repeat/clarification
yo what,,2,Emotional-State
is for loops used a lot in real projects?,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:76%,Boolean Logic:88%,If/Else Conditionals:45% | emotion:focused | pace:dragging | slides:12,13,14",0,On-Topic Question
let's goooo,"topic:Strings and Formatting | prev:Variables and Data Types | ability:Variables&Data Types:57% | emotion:neutral | pace:dragging | slides:26,27,28",2,Emotional-State
one more time,,4,Repeat/clarification
CAN YOU RE-EXPLAIN HOW THAT WORKS?,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:46%,If/Else Conditionals:67%,For Loops:99% | emotion:confused | pace:dragging | slides:16,17,18",4,Repeat/clarification
i feel smart,,2,Emotional-State
How long until we get to Lists and Tuples?,,1,Off-Topic Question
"Since I did well on Lambda Functions, is Error Handling (Try/Except) going to be similar?","topic:Error Handling (Try/Except) | prev:Sets,Functions and Scope,Lambda Functions | ability:Sets:77%,Functions&Scope:62%,Lambda Functions:44% | emotion:neutral | pace:fast | slides:9,10,11",0,On-Topic Question
what's the weather,"topic:Error Handling (Try/Except) | prev:Sets,Functions and Scope,Lambda Functions | ability:Sets:78%,Functions&Scope:32%,Lambda Functions:97% | emotion:confused | pace:steady | slides:57,58,59",1,Off-Topic Question
HOW WOULD I USE STRINGS AND FORMATTING IN A PROJECT?,,0,On-Topic Question
give me the answers,,1,Off-Topic Question
slow tf down,,3,Pace-Related
"Since I did well on Classes and OOP, is File Handling going to be similar?","topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:47%,Error Handling:100%,Classes&OOP:52% | emotion:excited | pace:slow | slides:19,20,21",0,On-Topic Question
whats up!!,,1,Off-Topic Question
Is Boolean Logic related to what we are doing now?,,1,Off-Topic Question
whats the syntax?,,0,On-Topic Question
Do we need to know about Sets,,1,Off-Topic Question
do u play games,"topic:Strings and Formatting | prev:Variables and Data Types | ability:Variables&Data Types:38% | emotion:overwhelmed | pace:steady | slides:23,24,25",1,Off-Topic Question
wait what?,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:100%,Boolean Logic:64%,If/Else Conditionals:33% | emotion:neutral | pace:moderate | slides:49,50,51",4,Repeat/clarification
How long we get to Lambda Functions?,"topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:59%,For Loops:34%,While Loops:100% | emotion:anxious | pace:steady | slides:40,41,42",1,Off-Topic Question
basically i dont get it,,0,On-Topic Question
do wee need to knoww this,"topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:57%,Lambda Functions:39%,Error Handling:72% | emotion:engaged | pace:normal | slides:39,40,41",0,On-Topic Question
