student_input,session_context,label,intent_name
"Sorry, I zoned out. What did you just say?","topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:70%,While Loops:86%,Lists&Tuples:60% | emotion:focused | pace:slow | slides:41,42,43",4,Repeat/clarification
Can you adjust the speed a bit?,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:37%,If/Else Conditionals:99%,For Loops:32% | emotion:anxious | pace:fast | slides:16,17,18",3,Pace-Related
"Please slow down, I can't keep up.","topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:88%,Strings&Formatting:59%,Arithmetic Operators:87% | emotion:excited | pace:steady | slides:6,7,8",3,Pace-Related
can you give me a sneak peek of lambda functions?,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:51%,Dictionaries:77%,Sets:37% | emotion:anxious | pace:steady | slides:57,58,59",1,Off-Topic Question
Can you debug this Boolean Logic example with me?,"topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:59%,Strings&Formatting:31%,Arithmetic Operators:56% | emotion:bored | pace:slow | slides:36,37,38",0,On-Topic Question
What time is it?,"topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:97%,While Loops:92%,Lists&Tuples:50% | emotion:confused | pace:moderate | slides:36,37,38",1,Off-Topic Question
How would I use If/Else Conditionals in a project?,"topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:54%,Arithmetic Operators:51%,Boolean Logic:70% | emotion:focused | pace:rushed | slides:14,15,16",0,On-Topic Question
Can you wait a second before moving to the next slide?,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:90%,If/Else Conditionals:56%,For Loops:71% | emotion:tired | pace:slow | slides:12,13,14",3,Pace-Related
"I already know a bit about File Handling, can we jump to it?","topic:Error Handling (Try/Except) | prev:Sets,Functions and Scope,Lambda Functions | ability:Sets:75%,Functions&Scope:82%,Lambda Functions:86% | emotion:excited | pace:dragging | slides:8,9,10",1,Off-Topic Question
What is Error Handling (Try/Except) exactly?,"topic:Arithmetic Operators | prev:Variables and Data Types,Strings and Formatting | ability:Variables&Data Types:98%,Strings&Formatting:65% | emotion:focused | pace:slow | slides:41,42,43",1,Off-Topic Question
The pace feels about right.,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:70%,Boolean Logic:70%,If/Else Conditionals:54% | emotion:tired | pace:steady | slides:54,55,56",3,Pace-Related
Can you adjust the speed a bit?,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:69%,Boolean Logic:99%,If/Else Conditionals:87% | emotion:excited | pace:steady | slides:33,34,35",3,Pace-Related
Can you re-run that instance?,"topic:Lambda Functions | prev:Dictionaries,Sets,Functions and Scope | ability:Dictionaries:39%,Sets:30%,Functions&Scope:62% | emotion:frustrated | pace:dragging | slides:36,37,38",4,Repeat/clarification
Can you help me with my math homework?,"topic:Variables and Data Types | prev:None | ability:N/A | emotion:excited | pace:slow | slides:23,24,25",1,Off-Topic Question
Can clarify you the difference between the two examples?,"topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:54%,Lambda Functions:75%,Error Handling:53% | emotion:engaged | pace:normal | slides:55,56,57",4,Repeat/clarification
Could you clarify what you meant?,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:36%,Boolean Logic:84%,If/Else Conditionals:88% | emotion:bored | pace:slow | slides:17,18,19",4,Repeat/clarification
Do we need to know about Error Handling (Try/Except)?,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:58%,Boolean Logic:58%,If/Else Conditionals:48% | emotion:tired | pace:steady | slides:39,40,41",1,Off-Topic Question
I feel completely stuck and confapplyd.,"topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:65%,Strings&Formatting:54%,Arithmetic Operators:70% | emotion:excited | pace:slow | slides:54,55,56",2,Emotional-State
my brain is fried.,"topic:Strings and Formatting | prev:Variables and Data Types | ability:Variables&Data Types:100% | emotion:excited | pace:dragging | slides:47,48,49",2,Emotional-State
Can you debug this If/Else Conditioals example with m?,"topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:100%,Arithmetic Operators:89%,Boolean Logic:68% | emotion:confused | pace:dragging | slides:10,11,12",0,On-Topic Question
"You said I scored low on issue Handling (Try/Except), does that affect how I should approach File Handling?","topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:50%,Error Handling:95%,Classes&OOP:40% | emotion:engaged | pace:fast | slides:13,14,15",0,On-Topic Question
What if I fail?,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:75%,Boolean Logic:98%,If/Else Conditionals:58% | emotion:bored | pace:rushed | slides:31,32,33",2,Emotional-State
honestly Why is this so hard,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:91%,Boolean Logic:53%,If/Else Conditionals:75% | emotion:anxious | pace:steady | slides:40,41,42",2,Emotional-State
I don't understand anything.,"topic:Strings and Formatting | prev:Variables and Data Types | ability:Variables&Data Types:95% | emotion:confused | pace:moderate | slides:55,56,57",2,Emotional-State
Can we skip this?,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:84%,Dictionaries:50%,Sets:55% | emotion:focused | pace:moderate | slides:24,25,26",3,Pace-Related
Could you run through the explanation one more time?,"topic:Variables and Data Types | prev:None | ability:N/A | emotion:tired | pace:fast | slides:26,27,28",4,Repeat/clarification
"Hold on, I'm still writing notes.","topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:64%,Arithmetic Operators:70%,Boolean Logic:39% | emotion:overwhelmed | pace:fast | slides:6,7,8",3,Pace-Related
I can't take this anymore.,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:56%,Error Handling:97%,Classes&OOP:83% | emotion:excited | pace:fast | slides:41,42,43",2,Emotional-State
how much does a new car cost?,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:96%,Error Handling:81%,Classes&OOP:82% | emotion:neutral | pace:fast | slides:29,30,31",1,Off-Topic Question
What's Functions and Scope again?,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:92%,Dictionaries:96%,Sets:56% | emotion:engaged | pace:rushed | slides:27,28,29",0,On-Topic Question
"I'm feeling hungry, should I order pizza?","topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:46%,Lists&Tuples:83%,Dictionaries:98% | emotion:frustrated | pace:rushed | slides:52,53,54",1,Off-Topic Question
When will we cover While Loops?,"topic:Strings and Formatting | prev:Variables and Data Types | ability:Variables&Data Types:84% | emotion:frustrated | pace:slow | slides:26,27,28",1,Off-Topic Question
Can we take a break?,"topic:Strings and Formatting | prev:Variables and Data Types | ability:Variables&Data Types:78% | emotion:overwhelmed | pace:moderate | slides:53,54,55",3,Pace-Related
Does If/Else Conditionals work the same way in other languages?,"topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:49%,Arithmetic Operators:71%,Boolean Logic:94% | emotion:overwhelmed | pace:slow | slides:27,28,29",0,On-Topic Question
"MY CODE FOR LISTS AND TUPLES ISN'T WORKING, CAN YOU HELP?","topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:59%,For Loops:95%,While Loops:33% | emotion:bored | pace:fast | slides:48,49,50",0,On-Topic Question
What were the kkey ppoints of that last section?,"topic:Lambda Functions | prev:Dictionaries,Sets,Functions and Scope | ability:Dictionaries:87%,Sets:83%,Functions&Scope:41% | emotion:anxious | pace:slow | slides:42,43,44",4,Repeat/clarification
so Can you adjust the speed a bit?,"topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:91%,Lists&Tuples:59%,Dictionaries:45% | emotion:excited | pace:rushed | slides:52,53,54",3,Pace-Related
Let's move on to the next topic.,"topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:68%,Arithmetic Operators:36%,Boolean Logic:59% | emotion:overwhelmed | pace:moderate | slides:4,5,6",3,Pace-Related
Can you wait a second before moving to the next slide!!,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:66%,If/Else Conditionals:65%,For Loops:68% | emotion:tired | pace:dragging | slides:34,35,36",3,Pace-Related
I need a to think about this,"topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:61%,Arithmetic Operators:32%,Boolean Logic:62% | emotion:bored | pace:normal | slides:33,34,35",3,Pace-Related
I just feel really down today?,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:51%,If/Else Conditionals:74%,For Loops:50% | emotion:neutral | pace:normal | slides:30,31,32",2,Emotional-State
please repeat the steps.,"topic:Variables and Data Types | prev:None | ability:N/A | emotion:neutral | pace:dragging | slides:33,34,35",4,Repeat/clarification
Don't rush through this please.,"topic:Variables and Data Types | prev:None | ability:N/A | emotion:confused | pace:dragging | slides:26,27,28",3,Pace-Related
"Slow down, I'm still on the last example.","topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:78%,While Loops:67%,Lists&Tuples:58% | emotion:focused | pace:slow | slides:54,55,56",3,Pace-Related
I'm lost.,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:97%,Boolean Logic:31%,If/Else Conditionals:33% | emotion:engaged | pace:moderate | slides:43,44,45",2,Emotional-State
Everyone seems to get it except me.,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:97%,Error Handling:84%,Classes&OOP:78% | emotion:bored | pace:normal | slides:30,31,32",2,Emotional-State
Could you run through the explanation one more time?,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:96%,Dictionaries:85%,Sets:47% | emotion:engaged | pace:fast | slides:42,43,44",4,Repeat/clarification
I feel like I'm not making any progress?,"topic:Arithmetic Operators | prev:Variables and Data Types,Strings and Formatting | ability:Variables&Data Types:61%,Strings&Formatting:71% | emotion:tired | pace:rushed | slides:33,34,35",2,Emotional-State
"i didn't catch that, can you say it again?","topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:66%,Error Handling:70%,Classes&OOP:35% | emotion:anxious | pace:rushed | slides:49,50,51",4,Repeat/clarification
ok so nothing makes sense to me.,"topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:74%,Lists&Tuples:99%,Dictionaries:70% | emotion:overwhelmed | pace:slow | slides:52,53,54",2,Emotional-State
Do you know any good restaurants nearby?,"topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:99%,For Loops:62%,While Loops:90% | emotion:focused | pace:dragging | slides:53,54,55",1,Off-Topic Question
How is Functions and Scope different from the previous topic?,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:84%,Dictionaries:53%,Sets:42% | emotion:tired | pace:fast | slides:43,44,45",0,On-Topic Question
Who is the president of the United States?,"topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:84%,Arithmetic Operators:85%,Boolean Logic:75% | emotion:frustrated | pace:steady | slides:17,18,19",1,Off-Topic Question
Can we do something more interesting,"topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:62%,Arithmetic Operators:90%,Boolean Logic:89% | emotion:engaged | pace:moderate | slides:53,54,55",2,Emotional-State
"Wait, explain Lambda Functions one more time?","topic:Lambda Functions | prev:Dictionaries,Sets,Functions and Scope | ability:Dictionaries:64%,Sets:30%,Functions&Scope:86% | emotion:confused | pace:normal | slides:37,38,39",0,On-Topic Question
i need a 5 minute break.,"topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:34%,Lambda Functions:91%,Error Handling:79% | emotion:anxious | pace:moderate | slides:7,8,9",3,Pace-Related
Can you clarify the difference between the two examples,"topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:72%,Lambda Functions:89%,Error Handling:64% | emotion:engaged | pace:rushed | slides:20,21,22",4,Repeat/clarification
What are the best practices for File Handling?,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:51%,Error Handling:45%,Classes&OOP:86% | emotion:engaged | pace:rushed | slides:53,54,55",0,On-Topic Question
I need a 5 minute break.,"topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:90%,Arithmetic Operators:73%,Boolean Logic:59% | emotion:excited | pace:normal | slides:52,53,54",3,Pace-Related
Can we pause for a minute?,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:68%,Dictionaries:62%,Sets:41% | emotion:confused | pace:moderate | slides:10,11,12",3,Pace-Related
I keep getting error with Lambda Functions.,"topic:Lambda Functions | prev:Dictionaries,Sets,Functions and Scope | ability:Dictionaries:79%,Sets:78%,Functions&Scope:91% | emotion:confused | pace:slow | slides:5,6,7",0,On-Topic Question
Can you give me a sneak peek of Classes and OOP?,"topic:Error Handling (Try/Except) | prev:Sets,Functions and Scope,Lambda Functions | ability:Sets:71%,Functions&Scope:88%,Lambda Functions:78% | emotion:frustrated | pace:dragging | slides:27,28,29",1,Off-Topic Question
